interpro,short_name,type,xrefdb,xref
IPR025566,DUF4331,Family,PFAM,PF14224
IPR025567,DUF4332,Domain,PFAM,PF14229
IPR025568,DUF4334,Domain,PFAM,PF14232
IPR025569,DUF4335,Family,PFAM,PF14233
IPR025570,DUF4337,Family,PFAM,PF14235
IPR025571,YqfQ,Family,PFAM,PF14181
IPR025572,YgaB,Family,PFAM,PF14182
IPR025573,YwpF,Family,PFAM,PF14183
IPR025574,Nucleoporin_FG_rpt,Repeat,PFAM,PF13634
IPR025575,DpnD/PcfM,Family,PFAM,PF14207
IPR025576,YwiC,Family,PFAM,PF14256
IPR025577,FlxA,Family,PFAM,PF14282
IPR025578,DUF4359,Family,PFAM,PF14271
IPR025579,DUF4357,Domain,PFAM,PF14267
IPR025580,DUF4355,Family,PFAM,PF14265
IPR025581,DUF4354,Family,PFAM,PF14263
IPR025582,YARHG_dom,Domain,PFAM,PF13308
IPR025582,YARHG_dom,Domain,SMART,SM01324
IPR025583,HMG-CoA_N_dom,Domain,PFAM,PF13323
IPR025584,Cthe_2159,Family,PFAM,PF14262
IPR025585,PSII_Pbs27,Family,HAMAP,MF_01481
IPR025585,PSII_Pbs27,Family,PFAM,PF13326
IPR025585,PSII_Pbs27,Family,PANTHER,PTHR34041
IPR025586,PcfJ,Family,PFAM,PF14284
IPR025587,DUF4351,Domain,PFAM,PF14261
IPR025588,YcxB,Domain,PFAM,PF14317
IPR025589,Toprim_C_rpt,Repeat,PFAM,PF13342
IPR025589,Toprim_C_rpt,Repeat,PFAM,PF13368
IPR025590,DUF4348,Family,PFAM,PF14254
IPR025591,RloB,Family,PFAM,PF13707
IPR025592,DUF4347,Domain,PFAM,PF14252
IPR025593,GAS8_dom,Domain,PFAM,PF13851
IPR025594,YebO,Family,PFAM,PF13974
IPR025595,DUF4346,Domain,PFAM,PF14251
IPR025596,YedD,Family,PFAM,PF13987
IPR025597,DUF4345,Family,PFAM,PF14248
IPR025599,YjcZ,Family,PFAM,PF13990
IPR025600,YccJ,Family,PFAM,PF13993
IPR025601,ATP-bd_sugar_transptr-like,Family,PFAM,PF13856
IPR025602,BCP1_family,Family,PFAM,PF13862
IPR025602,BCP1_family,Family,PIRSF,PIRSF028983
IPR025602,BCP1_family,Family,PANTHER,PTHR13261
IPR025603,YebF/ColM_immunity,Family,PFAM,PF13995
IPR025604,End3,Family,PFAM,PF12761
IPR025605,OST-HTH/LOTUS_dom,Domain,PFAM,PF12872
IPR025605,OST-HTH/LOTUS_dom,Domain,PROFILE,PS51644
IPR025606,NLPC/P60_N_dom,Domain,PFAM,PF12912
IPR025607,Rbsml_L5e/L18P_C,Domain,PFAM,PF14204
IPR025608,TcpE,Family,PFAM,PF12648
IPR025609,Lsm14-like_N,Domain,PFAM,PF12701
IPR025609,Lsm14-like_N,Domain,SMART,SM01271
IPR025609,Lsm14-like_N,Domain,CDD,cd01736
IPR025610,MYC/MYB_N,Domain,PFAM,PF14215
IPR025611,YobH,Family,PFAM,PF13996
IPR025612,YqjK,Family,PFAM,PF13997
IPR025613,YlbE,Family,PFAM,PF14003
IPR025614,Cell_morpho_N,Domain,PFAM,PF14222
IPR025615,TILa_dom,Domain,PFAM,PF12714
IPR025616,YpjP,Family,PFAM,PF14005
IPR025617,YqzL,Family,PFAM,PF14006
IPR025618,YtpI,Family,PFAM,PF14007
IPR025619,YlzJ,Family,PFAM,PF14035
IPR025620,YlaH,Family,PFAM,PF14036
IPR025621,YoqO,Family,PFAM,PF14037
IPR025622,YqzE,Family,PFAM,PF14038
IPR025623,YusW,Family,PFAM,PF14039
IPR025624,PcfK,Family,PFAM,PF14058
IPR025625,YuzL,Family,PFAM,PF14115
IPR025626,YyzF,Family,PFAM,PF14116
IPR025626,YyzF,Family,TIGRFAMs,TIGR04129
IPR025627,YfzA,Family,PFAM,PF14118
IPR025629,DUF4287,Family,PFAM,PF14117
IPR025630,DUF4288,Family,PFAM,PF14119
IPR025631,Porin_10,Family,PFAM,PF14121
IPR025632,DUF4290,Family,PFAM,PF14123
IPR025633,DUF4291,Family,PFAM,PF14124
IPR025633,DUF4291,Family,PANTHER,PTHR38567
IPR025634,DUF4292,Family,PFAM,PF14125
IPR025635,DUF4293,Family,PFAM,PF14126
IPR025636,DUF4294,Family,PFAM,PF14127
IPR025637,DUF4333,Domain,PFAM,PF14230
IPR025638,DUF4336,Family,PFAM,PF14234
IPR025638,DUF4336,Family,PANTHER,PTHR33835
IPR025639,DUF4338,Domain,PFAM,PF14236
IPR025640,GYF_2,Domain,PFAM,PF14237
IPR025641,DUF4340,Domain,PFAM,PF14238
IPR025642,DUF4342,Domain,PFAM,PF14242
IPR025643,R2K_3,Domain,PFAM,PF14243
IPR025644,DUF4344,Family,PFAM,PF14247
IPR025645,DUF4349,Family,PFAM,PF14257
IPR025646,DUF4350,Domain,PFAM,PF14258
IPR025647,YceG_bac,Domain,PFAM,PF14266
IPR025648,DUF4358,Family,PFAM,PF14270
IPR025649,DUF4360,Family,PFAM,PF14273
IPR025649,DUF4360,Family,PANTHER,PTHR38847
IPR025652,Acyl_CoA_thio_II_dom,Domain,PFAM,PF02551
IPR025657,RadC_JAB,Domain,PFAM,PF04002
IPR025657,RadC_JAB,Domain,CDD,cd08071
IPR025658,Cyclophilin_TM1367,Domain,PFAM,PF04126
IPR025663,AKAP_28,Family,PFAM,PF14469
IPR025664,Spore_III_AC/AD,Family,PFAM,PF06686
IPR025665,OMP_b-brl_2,Domain,PFAM,PF13568
IPR025666,PQQ-like_dom,Domain,PFAM,PF13570
IPR025667,SprB_repeat,Repeat,PFAM,PF13573
IPR025668,Tnp_DDE_dom,Domain,PFAM,PF13586
IPR025668,Tnp_DDE_dom,Domain,PFAM,PF13612
IPR025668,Tnp_DDE_dom,Domain,PFAM,PF13701
IPR025668,Tnp_DDE_dom,Domain,PFAM,PF13737
IPR025668,Tnp_DDE_dom,Domain,PFAM,PF13751
IPR025669,AAA_dom,Domain,PFAM,PF13614
IPR025670,Fox-1_C_dom,Domain,PFAM,PF12414
IPR025671,HXXEE,Family,PFAM,PF13787
IPR025672,Sigma_reg_C_dom,Domain,PFAM,PF13791
IPR025673,PCYCGC,Family,PFAM,PF13798
IPR025674,Imm6,Family,PFAM,PF14434
IPR025675,Imm5,Family,PFAM,PF14423
IPR025676,Clr5_dom,Domain,PFAM,PF14420
IPR025677,OST-HTH-assoc_dom,Domain,PFAM,PF14418
IPR025678,Imm3,Family,PFAM,PF14425
IPR025679,Imm2,Family,PFAM,PF14426
IPR025680,Imm1,Family,PFAM,PF14430
IPR025681,COOH-NH2_lig,Family,PFAM,PF14395
IPR025682,CpXC_dom,Domain,PFAM,PF14353
IPR025683,Protein_beta,Family,PFAM,PF14350
IPR025684,SprA_N_dom,Domain,PFAM,PF14349
IPR025685,YoaP-like_dom,Domain,PFAM,PF14268
IPR025686,Glucos_trans_II,Family,PFAM,PF14264
IPR025687,Znf-C4pol,Domain,PFAM,PF14260
IPR025688,PGDYG_prot,Family,PFAM,PF14083
IPR025689,Spore_YtrH,Family,PFAM,PF14034
IPR025690,Methyltransf_put,Family,PFAM,PF12692
IPR025691,GspL_pp_dom,Domain,PFAM,PF12693
IPR025692,MscS_IM_dom1,Domain,PFAM,PF12794
IPR025693,Gly-zipper_OmpA-like_dom,Domain,PFAM,PF13436
IPR025694,MNE1,Family,PFAM,PF13762
IPR025695,DoxX-like,Family,PFAM,PF13781
IPR025696,rRNA_proc-arch_dom,Domain,PFAM,PF13234
IPR025697,CLU_dom,Domain,PFAM,PF13236
IPR025697,CLU_dom,Domain,PROFILE,PS51823
IPR025698,2TM_dom,Domain,PFAM,PF13239
IPR025699,ABC2_memb-like,Family,PFAM,PF13346
IPR025700,Lys/Orn_oxygenase,Family,PFAM,PF13434
IPR025701,UBQ-conjugat_E2_E,Family,PFAM,PF14462
IPR025702,Haem-containing_dehydratase,Family,PFAM,PF13816
IPR025704,E3_Ub_ligase_UBR4,Family,PFAM,PF13764
IPR025706,Endoa_GalNAc,Domain,PFAM,PF12905
IPR025706,Endoa_GalNAc,Domain,CDD,cd14244
IPR025709,Leu_tRNA-synth_edit,Domain,PFAM,PF13603
IPR025711,PepSY,Domain,PFAM,PF03413
IPR025711,PepSY,Domain,PFAM,PF13670
IPR025712,Nup54_alpha-helical_dom,Domain,PFAM,PF13874
IPR025713,MotB_N_dom,Domain,PFAM,PF13677
IPR025714,Methyltranfer_dom,Domain,PFAM,PF13383
IPR025714,Methyltranfer_dom,Domain,PFAM,PF13679
IPR025714,Methyltranfer_dom,Domain,PFAM,PF13847
IPR025715,FoP_C,Domain,PFAM,PF13865
IPR025715,FoP_C,Domain,SMART,SM01218
IPR025716,Post-transcriptional_regulator,Family,PFAM,PF13797
IPR025717,SAP30_zn-finger,Domain,PFAM,PF13866
IPR025718,SAP30_Sin3-bd,Domain,PFAM,PF13867
IPR025719,MYRF_C2,Domain,PFAM,PF13888
IPR025721,Exosome_cplx_N_dom,Domain,PFAM,PF14382
IPR025722,TetR,Family,PFAM,PF13972
IPR025723,Anion-transp_ATPase-like_dom,Domain,PFAM,PF02374
IPR025724,GAG-pre-integrase_dom,Domain,PFAM,PF13976
IPR025725,SopA-like_cat,Domain,PFAM,PF13979
IPR025726,SopA-like_central,Domain,PFAM,PF13981
IPR025727,YbfN-like,Family,PFAM,PF13982
IPR025728,YsaB-like,Family,PFAM,PF13983
IPR025729,MsyB,Family,PFAM,PF13984
IPR025730,Biofilm_BssS,Family,PFAM,PF13991
IPR025731,YecR-like,Family,PFAM,PF13992
IPR025732,MarB,Family,PFAM,PF13999
IPR025733,Purple_acid_PPase_C_dom,Domain,PFAM,PF14008
IPR025734,EspG,Family,PFAM,PF14011
IPR025735,RHIM_dom,Domain,PFAM,PF12721
IPR025736,PucR_C-HTH_dom,Domain,PFAM,PF13556
IPR025737,Phenol_MetA_deg_put,Family,PFAM,PF13557
IPR025738,BatD,Family,PFAM,PF13584
IPR025738,BatD,Family,PANTHER,PTHR40940
IPR025739,FAM110_N,Domain,PFAM,PF14161
IPR025741,FAM110_C,Domain,PFAM,PF14160
IPR025742,CSTF2_hinge,Domain,PFAM,PF14327
IPR025743,IcmF-related_N_dom,Domain,PFAM,PF14331
IPR025744,Rbsml_synth_pep_Strp,Family,PFAM,PF14404
IPR025745,Mrr-like_N_dom,Domain,PFAM,PF14338
IPR025746,PilX_N_dom,Domain,PFAM,PF14341
IPR025747,ThiC-associated_dom,Domain,PFAM,PF13667
IPR025748,PrcB_C_dom,Domain,PFAM,PF14343
IPR025749,Sphingomyelin_synth-like_dom,Domain,PFAM,PF14360
IPR025750,Requiem/DPF_N_dom,Domain,PFAM,PF14051
IPR025751,RsbRD_N_dom,Domain,PFAM,PF14361
IPR025752,HPH_family,Family,PFAM,PF13694
IPR025753,AAA_N_dom,Domain,PFAM,PF14363
IPR025754,TRC8_N_dom,Domain,PFAM,PF13705
IPR025755,Ribos_L4_C_dom,Domain,PFAM,PF14374
IPR025756,Myb_CC_LHEQLE,Domain,PFAM,PF14379
IPR025757,MIP1_Leuzipper,Domain,PFAM,PF14389
IPR025758,Fic/DOC_N,Domain,PFAM,PF13784
IPR025773,AV_PCPbeta,Domain,PFAM,PF05411
IPR025773,AV_PCPbeta,Domain,PROFILE,PS51540
IPR025775,Birna_VP4_Prtase_dom,Domain,PFAM,PF01768
IPR025775,Birna_VP4_Prtase_dom,Domain,PROFILE,PS51548
IPR025789,DOT1_dom,Domain,PFAM,PF08123
IPR025789,DOT1_dom,Domain,PROFILE,PS51569
IPR025824,OB-fold_nuc-bd_dom,Domain,PFAM,PF13742
IPR025824,OB-fold_nuc-bd_dom,Domain,CDD,cd04489
IPR025826,Co_AT_N_dom,Domain,PFAM,PF12557
IPR025827,Zn_ribbon_recom_dom,Domain,PFAM,PF13408
IPR025828,Put_sensor_dom,Domain,PFAM,PF13796
IPR025829,Zn_knuckle_CX2CX3GHX4C,Domain,PFAM,PF13696
IPR025830,DNA_bnd_dom_ovate,Domain,PFAM,PF13724
IPR025831,RecG_C,Domain,PFAM,PF13749
IPR025832,GxGYxYP_C,Domain,PFAM,PF14323
IPR025833,GDYXXLXY,Family,PFAM,PF14345
IPR025834,TopoI_C_dom,Domain,PFAM,PF14370
IPR025836,Zn_knuckle_CX2CX4HX4C,Domain,PFAM,PF14392
IPR025837,CFTR_reg_dom,Domain,PFAM,PF14396
IPR025838,Transglut_i_TM,Domain,PFAM,PF14400
IPR025839,RLAN_dom,Domain,PFAM,PF14401
IPR025840,7TM_transglut,Domain,PFAM,PF14402
IPR025841,CP_ATPgrasp_2,Family,PFAM,PF14403
IPR025842,Bacteroid_pep,Family,PFAM,PF14406
IPR025843,Actino_peptide,Family,PFAM,PF14408
IPR025844,Herpeto_peptide,Family,PFAM,PF14409
IPR025845,Thg1_C_dom,Domain,PFAM,PF14413
IPR025846,PMR5_N_dom,Domain,PFAM,PF14416
IPR025847,MEDS_domain,Domain,PFAM,PF14417
IPR025849,SPOUT_MTase_fused_to_THUMP,Family,PFAM,PF14419
IPR025850,SUKH-3,Family,PFAM,PF14433
IPR025851,SUKH-4,Family,PFAM,PF14435
IPR025852,SM_dom_ATX,Domain,PFAM,PF14438
IPR025853,NH3ase_Bd3614-like,Family,PFAM,PF14439
IPR025854,NH3ase_Bd3614-like_N_dom,Domain,PFAM,PF14442
IPR025855,Replic_Relax,Family,PFAM,PF13814
IPR025856,HeH/LEM_domain,Domain,PFAM,PF12949
IPR025857,MacB_PCD,Domain,PFAM,PF12704
IPR025858,YjbE,Family,PFAM,PF11106
IPR025859,AurF,Family,PFAM,PF11583
IPR025860,Prion_N_dom,Domain,PFAM,PF11587
IPR025861,CobT_VWA_dom,Domain,PFAM,PF11775
IPR025862,SelA_trans_N_dom,Domain,PFAM,PF12390
IPR025863,Choline_sulf_C_dom,Domain,PFAM,PF12411
IPR025864,TraW_N_dom,Domain,PFAM,PF12477
IPR025865,CobS_N_dom,Domain,PFAM,PF12556
IPR025866,PolyA_pol_arg_C_dom,Domain,PFAM,PF12626
IPR025867,MnmE_helical,Domain,PFAM,PF12631
IPR025868,Zn_ribbon_dom_put,Domain,PFAM,PF12674
IPR025870,Glyoxalase-like_dom,Domain,PFAM,PF12681
IPR025870,Glyoxalase-like_dom,Domain,PFAM,PF13468
IPR025871,GHBP,Domain,PFAM,PF12772
IPR025872,RING_finger_2_prok,Family,PFAM,PF14445
IPR025873,Metal-bd_dom_prd,Domain,PFAM,PF14455
IPR025874,DZR,Domain,PFAM,PF12773
IPR025875,Leu-rich_rpt_4,Repeat,PFAM,PF12799
IPR025876,TRAPPC11_C,Domain,PFAM,PF12742
IPR025877,MobA-like_NTP_Trfase,Domain,PFAM,PF12804
IPR025878,Acyl-CoA_dh-like_C_dom,Domain,PFAM,PF12806
IPR025879,Pab87_oct,Domain,PFAM,PF13969
IPR025880,Glyco_hydro_80_chitosanase,Family,PFAM,PF13647
IPR025881,Toxin_Ibs,Family,PFAM,PF13956
IPR025882,Toxin_Fst,Family,PFAM,PF13955
IPR025883,Cadherin-like_b_sandwich,Domain,PFAM,PF12733
IPR025884,MeCpG-bd_2/3_C_dom,Domain,PFAM,PF14048
IPR025885,PapC_N,Domain,PFAM,PF13954
IPR025886,PP2-like,Family,PFAM,PF14299
IPR025887,Glyco_hydro_31_N_dom,Domain,PFAM,PF13802
IPR025888,MEI4,Family,PFAM,PF13971
IPR025888,MEI4,Family,PANTHER,PTHR28575
IPR025889,GSP17M-like_dom,Domain,PFAM,PF11181
IPR025890,Abhydrolase_bac,Family,PFAM,PF12715
IPR025891,Dppa2/4_C_dom,Domain,PFAM,PF14047
IPR025892,Dppa2/4_central_dom,Domain,PFAM,PF14049
IPR025893,Tocopherol_cyclase,Family,PFAM,PF14249
IPR025893,Tocopherol_cyclase,Family,PANTHER,PTHR35309
IPR025894,Mtf2_C_dom,Domain,PFAM,PF14061
IPR025895,LAM_C_dom,Domain,PFAM,PF12544
IPR025896,Spi_Prtas-inh,Domain,PFAM,PF13734
IPR025897,Antitoxin_SpoIISB,Family,PFAM,PF14185
IPR025898,Tc3_transposase_DNA-bd_dom,Domain,PFAM,PF11427
IPR025899,PhrC_PhrF,Family,PFAM,PF11131
IPR025900,Nuclear_receptor_repeat,Repeat,PFAM,PF14046
IPR025901,Kinesin-assoc_MT-bd_dom,Domain,PFAM,PF13931
IPR025902,LssY-like-C_dom,Domain,PFAM,PF14067
IPR025903,Phostensin/Taperin_N_dom,Domain,PFAM,PF13916
IPR025904,Tubulin-like,Family,PFAM,PF13809
IPR025905,NVEALA,Family,PFAM,PF14055
IPR025906,YjfB_motility,Family,PFAM,PF14070
IPR025907,Phostensin/Taperin_PP1-bd_dom,Domain,PFAM,PF13914
IPR025908,Sensor_TM1,Domain,PFAM,PF13755
IPR025909,Soyouz_module,Domain,PFAM,PF14313
IPR025910,P1_Ser_Pept_dom,Domain,PFAM,PF13611
IPR025911,ToxN/AbiQ_toxin,Family,PFAM,PF13958
IPR025912,YrvL,Family,PFAM,PF14184
IPR025913,Cep57_CLD,Domain,PFAM,PF14073
IPR025914,SpoVAE,Family,PFAM,PF14097
IPR025915,Phage_gp49_66,Family,PFAM,PF13876
IPR025916,YdjO,Family,PFAM,PF14169
IPR025917,YuiB,Family,PFAM,PF14068
IPR025918,YIEGIA,Family,PFAM,PF14045
IPR025919,Stimulus_sens_dom,Domain,PFAM,PF13756
IPR025920,Lipase_bact_N,Domain,PFAM,PF12262
IPR025921,HmuY,Family,PFAM,PF14064
IPR025921,HmuY,Family,CDD,cd12105
IPR025922,Pilin_PilX-like,Family,PFAM,PF11530
IPR025923,YodL-like,Family,PFAM,PF14191
IPR025924,YHYH_dom,Domain,PFAM,PF14240
IPR025925,PPC89_CLD,Domain,PFAM,PF14197
IPR025926,PDZ-like_dom,Domain,PFAM,PF12812
IPR025927,Potential_DNA-bd,Domain,PFAM,PF13891
IPR025928,Flocculin_t3_rpt,Repeat,PFAM,PF13928
IPR025929,INSIG_fam,Family,PFAM,PF07281
IPR025929,INSIG_fam,Family,PANTHER,PTHR15301
IPR025930,NETI,Family,PFAM,PF14044
IPR025931,TaqI_C,Domain,PFAM,PF12950
IPR025932,Trypano_VSG_B_N_dom,Domain,PFAM,PF13206
IPR025933,Beta_defensin,Family,PFAM,PF13841
IPR025933,Beta_defensin,Family,PANTHER,PTHR15001
IPR025933,Beta_defensin,Family,PANTHER,PTHR39411
IPR025934,NudC_N_dom,Domain,PFAM,PF14050
IPR025935,AbiH,Family,PFAM,PF14253
IPR025937,PDGLE_dom,Domain,PFAM,PF13190
IPR025938,RRXRR_dom,Domain,PFAM,PF14239
IPR025939,Aida_C,Domain,PFAM,PF14186
IPR025940,SpoIISA_toxin,Family,PFAM,PF14171
IPR025941,Vps8_central_dom,Domain,PFAM,PF12816
IPR025942,SpoVIF,Family,PFAM,PF14069
IPR025945,DHHW,Family,PFAM,PF14286
IPR025946,CABIT_dom,Domain,PFAM,PF12736
IPR025948,HTH-like_dom,Domain,PFAM,PF13276
IPR025949,PapC-like_C,Domain,PFAM,PF13953
IPR025951,GXWXG_dom,Domain,PFAM,PF14231
IPR025952,R3H-assoc_dom,Domain,PFAM,PF13902
IPR025953,YlbD_coat,Family,PFAM,PF14071
IPR025954,DBC1/CARP1_inactive_NUDIX_dom,Domain,PFAM,PF14443
IPR025954,DBC1/CARP1_inactive_NUDIX_dom,Domain,SMART,SM01122
IPR025955,TraC/Conjuga_ATPase,Family,PFAM,PF11130
IPR025956,DYNC1I1/DYNC1I2,Family,PFAM,PF11540
IPR025957,Cys_rich_KTR,Family,PFAM,PF14205
IPR025958,SID1_TM_fam,Family,PFAM,PF13965
IPR025958,SID1_TM_fam,Family,PANTHER,PTHR12185
IPR025959,Winged_HTH_dom,Domain,PFAM,PF13592
IPR025960,RVT_N,Domain,PFAM,PF13655
IPR025961,Metal_resist,Family,PFAM,PF13801
IPR025962,SdpI/YhfL,Family,PFAM,PF13630
IPR025963,FLgD_Tudor,Domain,PFAM,PF13861
IPR025964,GGGtGRT,Family,PFAM,PF14057
IPR025965,FlgD_Ig,Domain,PFAM,PF13860
IPR025966,OppC_N,Domain,PFAM,PF12911
IPR025968,YwqJ_deaminase,Family,PFAM,PF14431
IPR025969,ABA_GPCR_dom,Domain,PFAM,PF12430
IPR025970,SusE,Domain,PFAM,PF14292
IPR025971,LppP/LprE,Family,PFAM,PF14041
IPR025972,BetaGal_dom3,Domain,PFAM,PF13363
IPR025973,Cys_rich_VLP_dom,Domain,PFAM,PF14194
IPR025974,Mif2/CENP-C_cupin,Domain,PFAM,PF11699
IPR025975,Polysacc_lyase,Family,PFAM,PF14099
IPR025977,Cnd3_C,Domain,PFAM,PF12719
IPR025979,ChrR-like_cupin_dom,Domain,PFAM,PF12973
IPR025980,ATP-Sase_PUA-like_dom,Domain,PFAM,PF14306
IPR025981,rRNA_MeTrfase,Family,PFAM,PF07091
IPR025982,SieB,Family,PFAM,PF14163
IPR025983,Cys_rich_CPCC,Domain,PFAM,PF14206
IPR025984,DCTPP,Family,PFAM,PF12643
IPR025984,DCTPP,Family,PIRSF,PIRSF029826
IPR025984,DCTPP,Family,CDD,cd11537
IPR025985,YnbE-like,Family,PFAM,PF13617
IPR025986,RPAP3-like_C,Domain,PFAM,PF13877
IPR025987,GW_dom,Domain,PFAM,PF13457
IPR025987,GW_dom,Domain,PROFILE,PS51780
IPR025988,YWFCY_dom,Domain,PFAM,PF14293
IPR025989,Virulence_F_dom,Domain,PFAM,PF13769
IPR025990,Cys_rich_CPXCG,Family,PFAM,PF14255
IPR025991,Chemoreceptor_zinc-bind_dom,Domain,PFAM,PF13682
IPR025992,Haem-bd,Domain,PFAM,PF14376
IPR025992,Haem-bd,Domain,SMART,SM01235
IPR025993,Ceramide_glucosylTrfase,Family,PFAM,PF13506
IPR025993,Ceramide_glucosylTrfase,Family,PANTHER,PTHR12726
IPR025994,BRCA1_serine_dom,Domain,PFAM,PF12820
IPR025995,Tudor-knot,Domain,PFAM,PF11717
IPR025996,TetR_C_WHG,Domain,PFAM,PF13305
IPR025997,SBP_2_dom,Domain,PFAM,PF13407
IPR025999,MCRS_N,Domain,PFAM,PF13325
IPR026000,Apc5_dom,Domain,PFAM,PF12862
IPR026001,Abi-like_C,Domain,PFAM,PF14355
IPR026002,ATC_hydrolase,Family,PFAM,PF14196
IPR026003,Cohesin_HEAT,Repeat,PFAM,PF12765
IPR026004,Septum_form,Domain,PFAM,PF13845
IPR026017,Lumazine-bd_dom,Domain,PFAM,PF00677
IPR026017,Lumazine-bd_dom,Domain,PROFILE,PS51177
IPR026022,PhoU_dom,Domain,PFAM,PF01895
IPR026029,MLI_dom,Domain,PFAM,PF02426
IPR026057,PC-Esterase,Family,PFAM,PF13839
IPR026065,FAM60A,Family,PFAM,PF15396
IPR026065,FAM60A,Family,PANTHER,PTHR13422
IPR026066,Headcase,Family,PFAM,PF15353
IPR026066,Headcase,Family,PANTHER,PTHR13425
IPR026071,Glyco_Hydrolase_99,Family,PFAM,PF16317
IPR026071,Glyco_Hydrolase_99,Family,PANTHER,PTHR13572
IPR026071,Glyco_Hydrolase_99,Family,CDD,cd11574
IPR026072,Lime1,Family,PFAM,PF15332
IPR026072,Lime1,Family,PANTHER,PTHR47740
IPR026076,Lelp1,Family,PFAM,PF15042
IPR026086,Pro-rich,Family,PFAM,PF15240
IPR026086,Pro-rich,Family,PANTHER,PTHR23203
IPR026086,Pro-rich,Family,SMART,SM01412
IPR026092,RAI2/SOBP,Family,PFAM,PF15279
IPR026092,RAI2/SOBP,Family,PANTHER,PTHR23186
IPR026094,GPS2,Family,PFAM,PF15991
IPR026094,GPS2,Family,PANTHER,PTHR22654
IPR026097,S100PBP,Family,PFAM,PF15427
IPR026097,S100PBP,Family,PANTHER,PTHR14455
IPR026112,AMN,Family,PFAM,PF14828
IPR026112,AMN,Family,PANTHER,PTHR14995
IPR026114,APOF,Family,PFAM,PF15148
IPR026114,APOF,Family,PANTHER,PTHR15011
IPR026116,GlyclTrfase_18,Family,PFAM,PF15024
IPR026118,Ca-bd_spermatid,Family,PFAM,PF15367
IPR026118,Ca-bd_spermatid,Family,PANTHER,PTHR22810
IPR026120,TMEM11,Family,PFAM,PF14972
IPR026120,TMEM11,Family,PANTHER,PTHR15099
IPR026123,Sil,Family,PFAM,PF15253
IPR026123,Sil,Family,PANTHER,PTHR15128
IPR026134,MDFI/MDFIC,Family,PFAM,PF15316
IPR026134,MDFI/MDFIC,Family,PANTHER,PTHR15304
IPR026135,C6orf15,Family,PFAM,PF15809
IPR026135,C6orf15,Family,PANTHER,PTHR15817
IPR026138,CLN5,Family,PFAM,PF15014
IPR026138,CLN5,Family,PANTHER,PTHR15380
IPR026140,MRPS26,Family,PFAM,PF14943
IPR026140,MRPS26,Family,PANTHER,PTHR21035
IPR026142,Pro_pase_1_reg_su_36,Family,PFAM,PF14895
IPR026142,Pro_pase_1_reg_su_36,Family,PANTHER,PTHR21055
IPR026144,Neuritin_fam,Family,PFAM,PF15056
IPR026144,Neuritin_fam,Family,PANTHER,PTHR15902
IPR026145,IL-33,Family,PFAM,PF15095
IPR026145,IL-33,Family,PANTHER,PTHR21114
IPR026146,MRPS24,Family,PFAM,PF14955
IPR026146,MRPS24,Family,PANTHER,PTHR21244
IPR026147,Rab3-GAP_cat_su,Family,PFAM,PF13890
IPR026147,Rab3-GAP_cat_su,Family,PANTHER,PTHR21422
IPR026155,Apelin,Family,PFAM,PF15360
IPR026155,Apelin,Family,PANTHER,PTHR15953
IPR026157,LZTFL1,Family,PFAM,PF15294
IPR026157,LZTFL1,Family,PANTHER,PTHR21635
IPR026161,FAM178,Family,PFAM,PF14816
IPR026161,FAM178,Family,PANTHER,PTHR16046
IPR026178,JSRP1,Family,PFAM,PF15312
IPR026178,JSRP1,Family,PANTHER,PTHR22397
IPR026179,Slain,Family,PFAM,PF15301
IPR026179,Slain,Family,PANTHER,PTHR22406
IPR026181,TMEM40,Family,PFAM,PF15817
IPR026181,TMEM40,Family,PANTHER,PTHR16108
IPR026182,ANAPC15,Family,PFAM,PF15243
IPR026182,ANAPC15,Family,PANTHER,PTHR22526
IPR026183,Taxilin_fam,Family,PFAM,PF09728
IPR026183,Taxilin_fam,Family,PANTHER,PTHR16127
IPR026190,Hipoxia_HILPDA,Family,PFAM,PF15220
IPR026190,Hipoxia_HILPDA,Family,PANTHER,PTHR16886
IPR026191,LRIF1,Family,PFAM,PF15741
IPR026191,LRIF1,Family,PANTHER,PTHR16131
IPR026192,NDUFC1,Family,PFAM,PF15088
IPR026192,NDUFC1,Family,PANTHER,PTHR17097
IPR026193,NDUFV3,Family,PFAM,PF15880
IPR026193,NDUFV3,Family,PANTHER,PTHR17117
IPR026194,PrRP,Family,PFAM,PF15172
IPR026194,PrRP,Family,PANTHER,PTHR17206
IPR026197,SCG3,Family,PFAM,PF15467
IPR026197,SCG3,Family,PANTHER,PTHR17388
IPR026213,GRINL1,Family,PFAM,PF15328
IPR026213,GRINL1,Family,PRINTS,PR02085
IPR026218,HRG,Family,PFAM,PF16954
IPR026218,HRG,Family,PRINTS,PR02095
IPR026218,HRG,Family,PANTHER,PTHR31525
IPR026224,DPCD,Family,PFAM,PF14913
IPR026224,DPCD,Family,PRINTS,PR02065
IPR026224,DPCD,Family,PANTHER,PTHR31921
IPR026238,INCA1,Family,PFAM,PF15142
IPR026238,INCA1,Family,PRINTS,PR02102
IPR026238,INCA1,Family,PANTHER,PTHR37341
IPR026245,FRG2,Family,PFAM,PF15315
IPR026245,FRG2,Family,PRINTS,PR02074
IPR026245,FRG2,Family,PANTHER,PTHR31883
IPR026246,Fsip1,Family,PFAM,PF15554
IPR026246,Fsip1,Family,PRINTS,PR02075
